codigoDeBarras|idLivro|exemplar|dataAquisicaoExemplar|dataCadastroSistema|classificacao|areaConhecimento|autores|titulo|ano|isbn|editora|paginas
97460914|302006|1|06/04/2015|06/04/2015|833 M282f Ac.302006|FICÇÃO ALEMÃ|MANN, Thomas. |Os Famintos e outras histórias. |1982|8520911102 |Rio de Janeiro: Nova Fronteira|328
97482815|307963|1|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482824|307963|10|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482825|307963|11|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482826|307963|12|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482827|307963|13|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482828|307963|14|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482816|307963|2|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482817|307963|3|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482818|307963|4|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482819|307963|5|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482820|307963|6|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482821|307963|7|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482822|307963|8|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97482823|307963|9|30/01/2016|04/05/2016|005.133 M543i Ac.307963|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|MENEZES, Nilo Ney Coutinho. |Introdução à programação com Python:   algoritmos e lógica de programação para iniciantes. |2014|9788575224083|2. ed. São Paulo: Novatec|328
97500047|290888|1|27/01/2017|06/03/2017|620.11223 N972f Ac.290888|CORROSÃO|NUNES, Laerce de Paula. |Fundamentos de resistência à corrosão. |2007|9788571931626|Rio de Janeiro: Interciencia|330
97500048|290888|2|27/01/2017|06/03/2017|620.11223 N972f Ac.290888|CORROSÃO|NUNES, Laerce de Paula. |Fundamentos de resistência à corrosão. |2007|9788571931626|Rio de Janeiro: Interciencia|330
97452183|299788|1|23/09/2014|16/10/2014|808.0665 M488r Ac.299788|PUBLICAÇÕES TÉCNICO-CIENTÍFICAS|MEDEIROS, João Bosco. |Redação científica:   a prática de fichamentos, resumos, resenhas. |2014|9788522490|12. ed. São Paulo: Atlas|330
97452184|299788|2|23/09/2014|16/10/2014|808.0665 M488r Ac.299788|PUBLICAÇÕES TÉCNICO-CIENTÍFICAS|MEDEIROS, João Bosco. |Redação científica:   a prática de fichamentos, resumos, resenhas. |2014|9788522490|12. ed. São Paulo: Atlas|330
97452185|299788|3|23/09/2014|16/10/2014|808.0665 M488r Ac.299788|PUBLICAÇÕES TÉCNICO-CIENTÍFICAS|MEDEIROS, João Bosco. |Redação científica:   a prática de fichamentos, resumos, resenhas. |2014|9788522490|12. ed. São Paulo: Atlas|330
97452186|299788|4|23/09/2014|16/10/2014|808.0665 M488r Ac.299788|PUBLICAÇÕES TÉCNICO-CIENTÍFICAS|MEDEIROS, João Bosco. |Redação científica:   a prática de fichamentos, resumos, resenhas. |2014|9788522490|12. ed. São Paulo: Atlas|330
97452187|299788|5|23/09/2014|16/10/2014|808.0665 M488r Ac.299788|PUBLICAÇÕES TÉCNICO-CIENTÍFICAS|MEDEIROS, João Bosco. |Redação científica:   a prática de fichamentos, resumos, resenhas. |2014|9788522490|12. ed. São Paulo: Atlas|330
97452188|299788|6|23/09/2014|16/10/2014|808.0665 M488r Ac.299788|PUBLICAÇÕES TÉCNICO-CIENTÍFICAS|MEDEIROS, João Bosco. |Redação científica:   a prática de fichamentos, resumos, resenhas. |2014|9788522490|12. ed. São Paulo: Atlas|330
97452189|299788|7|23/09/2014|16/10/2014|808.0665 M488r Ac.299788|PUBLICAÇÕES TÉCNICO-CIENTÍFICAS|MEDEIROS, João Bosco. |Redação científica:   a prática de fichamentos, resumos, resenhas. |2014|9788522490|12. ed. São Paulo: Atlas|330
97452190|299788|8|23/09/2014|16/10/2014|808.0665 M488r Ac.299788|PUBLICAÇÕES TÉCNICO-CIENTÍFICAS|MEDEIROS, João Bosco. |Redação científica:   a prática de fichamentos, resumos, resenhas. |2014|9788522490|12. ed. São Paulo: Atlas|330
97452191|299788|9|23/09/2014|16/10/2014|808.0665 M488r Ac.299788|PUBLICAÇÕES TÉCNICO-CIENTÍFICAS|MEDEIROS, João Bosco. |Redação científica:   a prática de fichamentos, resumos, resenhas. |2014|9788522490|12. ed. São Paulo: Atlas|330
97496905|312438|1|14/10/2016|30/11/2016|813 B877f Ac.312438|FICÇÃO NORTE-AMERICANA|BROWN, Dan. |Fortaleza digital. |2005|9788580414059|São Paulo: Arqueiro|331
97500838|312966|1|14/10/2016|23/03/2017|808.899282 P644f Ac.312966|HISTÓRIAS INFANTO-JUVENIS|PIMENTA, Paula. |Fazendo meu filme:   1 : a estreia de Fani . |2008|9788589239844|Belo Horizonte: Gutenberg|331
97491730|282722|1|23/06/2016|29/08/2016|813 W215c Ac.282722|FICÇÃO NORTE-AMERICANA|WALLS, Jeannette. |Cavalos partidos. |2010|9788520923511|Rio de Janeiro: Nova Fronteira|332
97452204|299853|1|31/10/2013|16/10/2014|944.01 P461e Ac.299853|FRANÇA - HISTÓRIA|PERROT, Michelle. |Os excluídos da história:   operários, mulheres e prisioneiros. |1988|9788577531073|São Paulo: Paz e Terra|332
97452205|299853|2|31/10/2013|16/10/2014|944.01 P461e Ac.299853|FRANÇA - HISTÓRIA|PERROT, Michelle. |Os excluídos da história:   operários, mulheres e prisioneiros. |1988|9788577531073|São Paulo: Paz e Terra|332
97447527|298856|1|24/07/2014|14/08/2014|330 V331f Ac.298856|ECONOMIA|VASCONCELLOS, Marco Antonio Sandoval de; ENRIQUEZ GARCIA, Manuel. |Fundamentos de economia. |2012|9788502137257|4. ed. São Paulo: Saraiva|332
97447528|298856|2|24/07/2014|14/08/2014|330 V331f Ac.298856|ECONOMIA|VASCONCELLOS, Marco Antonio Sandoval de; ENRIQUEZ GARCIA, Manuel. |Fundamentos de economia. |2012|9788502137257|4. ed. São Paulo: Saraiva|332
97447529|298856|3|24/07/2014|14/08/2014|330 V331f Ac.298856|ECONOMIA|VASCONCELLOS, Marco Antonio Sandoval de; ENRIQUEZ GARCIA, Manuel. |Fundamentos de economia. |2012|9788502137257|4. ed. São Paulo: Saraiva|332
97447530|298856|4|24/07/2014|14/08/2014|330 V331f Ac.298856|ECONOMIA|VASCONCELLOS, Marco Antonio Sandoval de; ENRIQUEZ GARCIA, Manuel. |Fundamentos de economia. |2012|9788502137257|4. ed. São Paulo: Saraiva|332
97447531|298856|5|24/07/2014|14/08/2014|330 V331f Ac.298856|ECONOMIA|VASCONCELLOS, Marco Antonio Sandoval de; ENRIQUEZ GARCIA, Manuel. |Fundamentos de economia. |2012|9788502137257|4. ed. São Paulo: Saraiva|332
97447532|298856|6|24/07/2014|14/08/2014|330 V331f Ac.298856|ECONOMIA|VASCONCELLOS, Marco Antonio Sandoval de; ENRIQUEZ GARCIA, Manuel. |Fundamentos de economia. |2012|9788502137257|4. ed. São Paulo: Saraiva|332
97447533|298856|7|24/07/2014|14/08/2014|330 V331f Ac.298856|ECONOMIA|VASCONCELLOS, Marco Antonio Sandoval de; ENRIQUEZ GARCIA, Manuel. |Fundamentos de economia. |2012|9788502137257|4. ed. São Paulo: Saraiva|332
97447534|298856|8|24/07/2014|14/08/2014|330 V331f Ac.298856|ECONOMIA|VASCONCELLOS, Marco Antonio Sandoval de; ENRIQUEZ GARCIA, Manuel. |Fundamentos de economia. |2012|9788502137257|4. ed. São Paulo: Saraiva|332
97447535|298856|9|24/07/2014|14/08/2014|330 V331f Ac.298856|ECONOMIA|VASCONCELLOS, Marco Antonio Sandoval de; ENRIQUEZ GARCIA, Manuel. |Fundamentos de economia. |2012|9788502137257|4. ed. São Paulo: Saraiva|332
97452181|273313|1|23/09/2014|16/10/2014|519.5 T554e Ac.273313|ESTATÍSTICA MATEMÁTICA|TIBONI, Conceição Gentil Rebelo. |Estatística básica para os cursos de administração, ciências contábeis, tecnológicos e de gestão. |2010|9788522459155|São Paulo: Atlas|332
97452182|273313|2|23/09/2014|16/10/2014|519.5 T554e Ac.273313|ESTATÍSTICA MATEMÁTICA|TIBONI, Conceição Gentil Rebelo. |Estatística básica para os cursos de administração, ciências contábeis, tecnológicos e de gestão. |2010|9788522459155|São Paulo: Atlas|332
97500927|312977|1|27/01/2017|24/03/2017|005.133 S586w Ac.312977|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|SILVA, Maurício Samy. |Web design. |2014|9788575223925|São Paulo, SP: Novatec|333
97500928|312977|2|27/01/2017|24/03/2017|005.133 S586w Ac.312977|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|SILVA, Maurício Samy. |Web design. |2014|9788575223925|São Paulo, SP: Novatec|333
97500929|312977|3|27/01/2017|24/03/2017|005.133 S586w Ac.312977|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|SILVA, Maurício Samy. |Web design. |2014|9788575223925|São Paulo, SP: Novatec|333
97500930|312977|4|27/01/2017|24/03/2017|005.133 S586w Ac.312977|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|SILVA, Maurício Samy. |Web design. |2014|9788575223925|São Paulo, SP: Novatec|333
97500931|312977|5|27/01/2017|24/03/2017|005.133 S586w Ac.312977|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|SILVA, Maurício Samy. |Web design. |2014|9788575223925|São Paulo, SP: Novatec|333
97500932|312977|6|27/01/2017|24/03/2017|005.133 S586w Ac.312977|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|SILVA, Maurício Samy. |Web design. |2014|9788575223925|São Paulo, SP: Novatec|333
97500933|312977|7|27/01/2017|24/03/2017|005.133 S586w Ac.312977|LINGUAGENS  ESPECÍFICAS DE PROGRAMAÇÃO DE COMPUTADORES|SILVA, Maurício Samy. |Web design. |2014|9788575223925|São Paulo, SP: Novatec|333
97453543|300198|1|24/10/2014|21/11/2014|658 M464i Ac.300198|ADMINISTRAÇÃO GERAL E DE EMPRESAS|MAXIMIANO, Antonio Cesar Amaru. |Introdução à administração. |2011|9788522466221|2. ed. rev. atual. São Paulo: Atlas|333
97453544|300198|2|24/10/2014|21/11/2014|658 M464i Ac.300198|ADMINISTRAÇÃO GERAL E DE EMPRESAS|MAXIMIANO, Antonio Cesar Amaru. |Introdução à administração. |2011|9788522466221|2. ed. rev. atual. São Paulo: Atlas|333
97453545|300198|3|24/10/2014|21/11/2014|658 M464i Ac.300198|ADMINISTRAÇÃO GERAL E DE EMPRESAS|MAXIMIANO, Antonio Cesar Amaru. |Introdução à administração. |2011|9788522466221|2. ed. rev. atual. São Paulo: Atlas|333
97453546|300198|4|24/10/2014|21/11/2014|658 M464i Ac.300198|ADMINISTRAÇÃO GERAL E DE EMPRESAS|MAXIMIANO, Antonio Cesar Amaru. |Introdução à administração. |2011|9788522466221|2. ed. rev. atual. São Paulo: Atlas|333
97453547|300198|5|24/10/2014|21/11/2014|658 M464i Ac.300198|ADMINISTRAÇÃO GERAL E DE EMPRESAS|MAXIMIANO, Antonio Cesar Amaru. |Introdução à administração. |2011|9788522466221|2. ed. rev. atual. São Paulo: Atlas|333
97453548|300198|6|24/10/2014|21/11/2014|658 M464i Ac.300198|ADMINISTRAÇÃO GERAL E DE EMPRESAS|MAXIMIANO, Antonio Cesar Amaru. |Introdução à administração. |2011|9788522466221|2. ed. rev. atual. São Paulo: Atlas|333
97453549|300198|7|24/10/2014|21/11/2014|658 M464i Ac.300198|ADMINISTRAÇÃO GERAL E DE EMPRESAS|MAXIMIANO, Antonio Cesar Amaru. |Introdução à administração. |2011|9788522466221|2. ed. rev. atual. São Paulo: Atlas|333
97453550|300198|8|24/10/2014|21/11/2014|658 M464i Ac.300198|ADMINISTRAÇÃO GERAL E DE EMPRESAS|MAXIMIANO, Antonio Cesar Amaru. |Introdução à administração. |2011|9788522466221|2. ed. rev. atual. São Paulo: Atlas|333
97453551|300198|9|24/10/2014|21/11/2014|658 M464i Ac.300198|ADMINISTRAÇÃO GERAL E DE EMPRESAS|MAXIMIANO, Antonio Cesar Amaru. |Introdução à administração. |2011|9788522466221|2. ed. rev. atual. São Paulo: Atlas|333
97496181|312334|1|24/10/2016|23/11/2016|469.5 N513t Ac.312334|LÍNGUA PORTUGUESA - GRAMÁTICA|NEVES, Maria Helena de Moura. |Texto e gramática. |2016|9788572443319|São Paulo, SP: Contexto|334
97500760|312334|10|14/10/2016|22/03/2017|469.5 N513t Ac.312334|LÍNGUA PORTUGUESA - GRAMÁTICA|NEVES, Maria Helena de Moura. |Texto e gramática. |2016|9788572443319|São Paulo, SP: Contexto|334
97496338|312334|2|24/10/2016|23/11/2016|469.5 N513t Ac.312334|LÍNGUA PORTUGUESA - GRAMÁTICA|NEVES, Maria Helena de Moura. |Texto e gramática. |2016|9788572443319|São Paulo, SP: Contexto|334
97496339|312334|3|14/10/2016|23/11/2016|469.5 N513t Ac.312334|LÍNGUA PORTUGUESA - GRAMÁTICA|NEVES, Maria Helena de Moura. |Texto e gramática. |2016|9788572443319|São Paulo, SP: Contexto|334
97496340|312334|4|14/10/2016|23/11/2016|469.5 N513t Ac.312334|LÍNGUA PORTUGUESA - GRAMÁTICA|NEVES, Maria Helena de Moura. |Texto e gramática. |2016|9788572443319|São Paulo, SP: Contexto|334
97496341|312334|5|14/10/2016|23/11/2016|469.5 N513t Ac.312334|LÍNGUA PORTUGUESA - GRAMÁTICA|NEVES, Maria Helena de Moura. |Texto e gramática. |2016|9788572443319|São Paulo, SP: Contexto|334
97496342|312334|6|14/10/2016|23/11/2016|469.5 N513t Ac.312334|LÍNGUA PORTUGUESA - GRAMÁTICA|NEVES, Maria Helena de Moura. |Texto e gramática. |2016|9788572443319|São Paulo, SP: Contexto|334
97496343|312334|7|14/10/2016|23/11/2016|469.5 N513t Ac.312334|LÍNGUA PORTUGUESA - GRAMÁTICA|NEVES, Maria Helena de Moura. |Texto e gramática. |2016|9788572443319|São Paulo, SP: Contexto|334
97496344|312334|8|14/10/2016|23/11/2016|469.5 N513t Ac.312334|LÍNGUA PORTUGUESA - GRAMÁTICA|NEVES, Maria Helena de Moura. |Texto e gramática. |2016|9788572443319|São Paulo, SP: Contexto|334
97496345|312334|9|14/10/2016|23/11/2016|469.5 N513t Ac.312334|LÍNGUA PORTUGUESA - GRAMÁTICA|NEVES, Maria Helena de Moura. |Texto e gramática. |2016|9788572443319|São Paulo, SP: Contexto|334
97452262|277209|1|31/10/2013|17/10/2014|004.6 S725re Ac.277209|COMUNICAÇÃO DE DADOS|SOUZA, Lindeberg Barros de. |Redes de computadores:   guia total . |2009|9788536502250|São Paulo: Érica|334
97452263|277209|2|31/10/2013|17/10/2014|004.6 S725re Ac.277209|COMUNICAÇÃO DE DADOS|SOUZA, Lindeberg Barros de. |Redes de computadores:   guia total . |2009|9788536502250|São Paulo: Érica|334
97452264|277209|3|31/10/2013|17/10/2014|004.6 S725re Ac.277209|COMUNICAÇÃO DE DADOS|SOUZA, Lindeberg Barros de. |Redes de computadores:   guia total . |2009|9788536502250|São Paulo: Érica|334
97452265|277209|4|31/10/2013|17/10/2014|004.6 S725re Ac.277209|COMUNICAÇÃO DE DADOS|SOUZA, Lindeberg Barros de. |Redes de computadores:   guia total . |2009|9788536502250|São Paulo: Érica|334
97452266|277209|5|31/10/2013|17/10/2014|004.6 S725re Ac.277209|COMUNICAÇÃO DE DADOS|SOUZA, Lindeberg Barros de. |Redes de computadores:   guia total . |2009|9788536502250|São Paulo: Érica|334
97452267|277209|6|31/10/2013|17/10/2014|004.6 S725re Ac.277209|COMUNICAÇÃO DE DADOS|SOUZA, Lindeberg Barros de. |Redes de computadores:   guia total . |2009|9788536502250|São Paulo: Érica|334
97497002|307393|1|14/10/2016|02/12/2016|813 Q7s Ac.307393|FICÇÃO NORTE-AMERICANA|QUINN, Julia. |Os segredos de Colin Bridgerton. |2014|9788580413076|São Paulo: Arqueiro|335
97488992|297414|1|23/06/2016|14/07/2016|813 G795d Ac.297414|FICÇÃO NORTE-AMERICANA|GREEN, John. |Deixe a neve cair. |2013|9788579801754|Rio de Janeiro: Rocco Jovens Leitores|335
97459616|298893|1|18/07/2014|16/03/2015|270 B634u Ac.298893|TRATAMENTO HISTÓRICO-GEOGRÁFICO E DE PESSOAS DA IGREJA CRISTÃ ORGANIZADA|BLAINEY, Geoffrey. |Uma breve história do cristianismo. |2012|9788539505333|São Paulo: Fundamento Educacional|335
97483200|307171|1|17/02/2016|09/05/2016|621.313 A773e Ac.307171|MOTORES ELÉTRICOS|ARRABAÇA, Devair Aparecido; GIMENEZ, Salvador P. |Eletrônica de potência:   conversores de energia (CA/CC): teoria, prática e simulação . |2016|9788536516301|2. ed. São Paulo: Érica|335
97483201|307171|2|17/02/2016|09/05/2016|621.313 A773e Ac.307171|MOTORES ELÉTRICOS|ARRABAÇA, Devair Aparecido; GIMENEZ, Salvador P. |Eletrônica de potência:   conversores de energia (CA/CC): teoria, prática e simulação . |2016|9788536516301|2. ed. São Paulo: Érica|335
97488168|309535|1|23/03/2016|27/06/2016|370.11 A778o Ac.309535|EDUCAÇÃO PARA OBJETIVOS ESPECÍFICOS|ARROYO, Miguel González. |Outros sujeitos, outras pedagogias. |2012|9788532644480|2. ed. Petrópolis  : Vozes|336
97488169|309535|2|23/03/2016|27/06/2016|370.11 A778o Ac.309535|EDUCAÇÃO PARA OBJETIVOS ESPECÍFICOS|ARROYO, Miguel González. |Outros sujeitos, outras pedagogias. |2012|9788532644480|2. ed. Petrópolis  : Vozes|336
97488170|309535|3|23/03/2016|27/06/2016|370.11 A778o Ac.309535|EDUCAÇÃO PARA OBJETIVOS ESPECÍFICOS|ARROYO, Miguel González. |Outros sujeitos, outras pedagogias. |2012|9788532644480|2. ed. Petrópolis  : Vozes|336
97488171|309535|4|23/03/2016|27/06/2016|370.11 A778o Ac.309535|EDUCAÇÃO PARA OBJETIVOS ESPECÍFICOS|ARROYO, Miguel González. |Outros sujeitos, outras pedagogias. |2012|9788532644480|2. ed. Petrópolis  : Vozes|336
97444112|285133|1|10/03/2015|26/06/2014|669.1413 G936p Ac.285133|FERRO FUNDIDO|GUESSER, Wilson Luiz. |Propriedades mecânicas dos ferros fundidos. |2009|9788521205012|São Paulo: Blücher|336
97483507|299088|1|26/02/2016|12/05/2016|621.381 F472e Ac.299088|ELETRÔNICA|FIGINI, Gianfranco. |Eletrônica industrial:   circuitos e aplicações. |2002|8528900169|Curitiba: Hemus|336
97483508|299088|2|26/02/2016|12/05/2016|621.381 F472e Ac.299088|ELETRÔNICA|FIGINI, Gianfranco. |Eletrônica industrial:   circuitos e aplicações. |2002|8528900169|Curitiba: Hemus|336
97500215|312835|1|27/01/2017|09/03/2017|370.1 F517e Ac.312835|EDUCAÇÃO - FILOSOFIA|FIORI, Ernani Maria. |Educação e politica. |2014|9788538602446|2. ed. Porto Alegre, RS: UFRGS|339
97501522|312835|1|07/03/2017|26/04/2017|370.1 F517e Ac.312835|EDUCAÇÃO - FILOSOFIA|FIORI, Ernani Maria. |Educação e politica. |2014|9788538602446|2. ed. Porto Alegre, RS: UFRGS|339
97501523|312835|2|07/03/2017|26/04/2017|370.1 F517e Ac.312835|EDUCAÇÃO - FILOSOFIA|FIORI, Ernani Maria. |Educação e politica. |2014|9788538602446|2. ed. Porto Alegre, RS: UFRGS|339
97501524|312835|3|07/03/2017|26/04/2017|370.1 F517e Ac.312835|EDUCAÇÃO - FILOSOFIA|FIORI, Ernani Maria. |Educação e politica. |2014|9788538602446|2. ed. Porto Alegre, RS: UFRGS|339
97501525|312835|4|07/03/2017|26/04/2017|370.1 F517e Ac.312835|EDUCAÇÃO - FILOSOFIA|FIORI, Ernani Maria. |Educação e politica. |2014|9788538602446|2. ed. Porto Alegre, RS: UFRGS|339
97501526|312835|5|07/03/2017|26/04/2017|370.1 F517e Ac.312835|EDUCAÇÃO - FILOSOFIA|FIORI, Ernani Maria. |Educação e politica. |2014|9788538602446|2. ed. Porto Alegre, RS: UFRGS|339
97501527|312835|6|07/03/2017|26/04/2017|370.1 F517e Ac.312835|EDUCAÇÃO - FILOSOFIA|FIORI, Ernani Maria. |Educação e politica. |2014|9788538602446|2. ed. Porto Alegre, RS: UFRGS|339
97501528|312835|7|07/03/2017|26/04/2017|370.1 F517e Ac.312835|EDUCAÇÃO - FILOSOFIA|FIORI, Ernani Maria. |Educação e politica. |2014|9788538602446|2. ed. Porto Alegre, RS: UFRGS|339
97459780|280232|1|06/12/2012|17/03/2015|B869.1 S725c Ac.280232|POESIA BRASILEIRA|SOUSA, Cruz e; JUNKES, Lauro (Org). |Cruz e Sousa simbolista:   broquéis, faróis, últimos sonetos . |2008|9788598610870|Jaraguá do Sul: Avenida|339
97459781|280232|2|06/12/2012|17/03/2015|B869.1 S725c Ac.280232|POESIA BRASILEIRA|SOUSA, Cruz e; JUNKES, Lauro (Org). |Cruz e Sousa simbolista:   broquéis, faróis, últimos sonetos . |2008|9788598610870|Jaraguá do Sul: Avenida|339
97459782|280232|3|06/12/2012|17/03/2015|B869.1 S725c Ac.280232|POESIA BRASILEIRA|SOUSA, Cruz e; JUNKES, Lauro (Org). |Cruz e Sousa simbolista:   broquéis, faróis, últimos sonetos . |2008|9788598610870|Jaraguá do Sul: Avenida|339
97459783|280232|4|06/12/2012|17/03/2015|B869.1 S725c Ac.280232|POESIA BRASILEIRA|SOUSA, Cruz e; JUNKES, Lauro (Org). |Cruz e Sousa simbolista:   broquéis, faróis, últimos sonetos . |2008|9788598610870|Jaraguá do Sul: Avenida|339
97459784|280232|5|06/12/2012|17/03/2015|B869.1 S725c Ac.280232|POESIA BRASILEIRA|SOUSA, Cruz e; JUNKES, Lauro (Org). |Cruz e Sousa simbolista:   broquéis, faróis, últimos sonetos . |2008|9788598610870|Jaraguá do Sul: Avenida|339
97489450|296644|1|23/06/2016|22/07/2016|808.899282 C372l Ac.296644|HISTÓRIAS INFANTO-JUVENIS|CAULOS. |O livro estreito. |2010|9788562500176|Rio de Janeiro: Rocco Pequenos Leitores|34
97488976|296642|1|23/06/2016|14/07/2016|808.899282 C372l Ac.296642|HISTÓRIAS INFANTO-JUVENIS|CAULOS. |O livro comprido. |2010|9788562500183|Rio de Janeiro: Rocco Pequenos Leitores|34
97489643|296634|1|23/06/2015|26/07/2016|808.899282 H748n Ac.296634|HISTÓRIAS INFANTO-JUVENIS|HONORA, Márcia. |Nem todas as girafas são iguais. |2008|9788538000150|São Paulo: Ciranda Cultural|34
97489644|296634|1|23/06/2016|26/07/2016|808.899282 H748n Ac.296634|HISTÓRIAS INFANTO-JUVENIS|HONORA, Márcia. |Nem todas as girafas são iguais. |2008|9788538000150|São Paulo: Ciranda Cultural|34
97500430|312850|1|27/01/2017|13/03/2017|005.8 W947s Ac.312850|COMPUTADORES - MEDIDAS DE SEGURANÇA|WRIGHTSON, Tyler. |Segurança de redes sem fio:   guia do iniciante. |2014|9788582601556|Porto Alegre, RS; Bookman|340
97500431|312850|2|27/01/2017|13/03/2017|005.8 W947s Ac.312850|COMPUTADORES - MEDIDAS DE SEGURANÇA|WRIGHTSON, Tyler. |Segurança de redes sem fio:   guia do iniciante. |2014|9788582601556|Porto Alegre, RS; Bookman|340
97500432|312850|3|27/01/2017|13/03/2017|005.8 W947s Ac.312850|COMPUTADORES - MEDIDAS DE SEGURANÇA|WRIGHTSON, Tyler. |Segurança de redes sem fio:   guia do iniciante. |2014|9788582601556|Porto Alegre, RS; Bookman|340
97500433|312850|4|27/01/2017|13/03/2017|005.8 W947s Ac.312850|COMPUTADORES - MEDIDAS DE SEGURANÇA|WRIGHTSON, Tyler. |Segurança de redes sem fio:   guia do iniciante. |2014|9788582601556|Porto Alegre, RS; Bookman|340
97500434|312850|5|27/01/2017|13/03/2017|005.8 W947s Ac.312850|COMPUTADORES - MEDIDAS DE SEGURANÇA|WRIGHTSON, Tyler. |Segurança de redes sem fio:   guia do iniciante. |2014|9788582601556|Porto Alegre, RS; Bookman|340
97500435|312850|6|27/01/2017|13/03/2017|005.8 W947s Ac.312850|COMPUTADORES - MEDIDAS DE SEGURANÇA|WRIGHTSON, Tyler. |Segurança de redes sem fio:   guia do iniciante. |2014|9788582601556|Porto Alegre, RS; Bookman|340
